id,carnet,idSeccion,fechaInicio,fechaFinal
144, 2940905398, 10, 01/01/2008, 12/20/2008
145, 0965701026, 10, 01/01/2008, 12/20/2008
146, 5656682307, 10, 01/01/2008, 12/20/2008
147, 3081142431, 10, 01/01/2008, 12/20/2008
148, 5631243490, 10, 01/01/2008, 12/20/2008
149, 5429594946, 10, 01/01/2008, 12/20/2008
150, 9252907955, 10, 01/01/2008, 12/20/2008
151, 7841841698, 10, 01/01/2008, 12/20/2008
152, 2147198188, 10, 01/01/2008, 12/20/2008
153, 7260297301, 10, 01/01/2008, 12/20/2008
154, 4093778663, 10, 01/01/2008, 12/20/2008
155, 9271423410, 10, 01/01/2008, 12/20/2008
156, 3482733546, 10, 01/01/2008, 12/20/2008
157, 4448742423, 10, 01/01/2008, 12/20/2008
158, 1427214190, 10, 01/01/2008, 12/20/2008
159, 2033692922, 12, 01/01/2018, 12/20/2018
160, 9316297745, 12, 01/01/2018, 12/20/2018
161, 6904204702, 12, 01/01/2018, 12/20/2018
162, 8078313055, 12, 01/01/2018, 12/20/2018
163, 6011793657, 12, 01/01/2018, 12/20/2018
164, 7893162678, 12, 01/01/2018, 12/20/2018
165, 7306474251, 12, 01/01/2018, 12/20/2018
166, 0046117105, 12, 01/01/2018, 12/20/2018
167, 1798684217, 12, 01/01/2018, 12/20/2018
168, 2099550999, 12, 01/01/2018, 12/20/2018
169, 1998268993, 12, 01/01/2018, 12/20/2018
170, 6980261967, 12, 01/01/2018, 12/20/2018
171, 2677238071, 12, 01/01/2018, 12/20/2018
172, 4021702644, 12, 01/01/2018, 12/20/2018
173, 1272500462, 12, 01/01/2018, 12/20/2018
174, 5253794573, 12, 01/01/2018, 12/20/2018
175, 7327838643, 12, 01/01/2018, 12/20/2018
176, 1534799761, 12, 01/01/2018, 12/20/2018
177, 1127573721, 12, 01/01/2018, 12/20/2018
178, 0614630894, 12, 01/01/2018, 12/20/2018
179, 0702644668, 12, 01/01/2018, 12/20/2018
180, 3369192810, 12, 01/01/2018, 12/20/2018
181, 2129089526, 12, 01/01/2018, 12/20/2018
182, 6842750954, 13, 01/01/2017, 12/20/2017
183, 5059187888, 13, 01/01/2017, 12/20/2017
184, 1723000256, 13, 01/01/2017, 12/20/2017
185, 8855800477, 13, 01/01/2017, 12/20/2017
186, 9592908664, 13, 01/01/2017, 12/20/2017
187, 9855661109, 13, 01/01/2017, 12/20/2017
188, 8687195559, 13, 01/01/2017, 12/20/2017
189, 4306083454, 13, 01/01/2017, 12/20/2017
190, 6158310050, 13, 01/01/2017, 12/20/2017
191, 9926147984, 13, 01/01/2017, 12/20/2017
192, 2482491940, 13, 01/01/2017, 12/20/2017
193, 3799818758, 13, 01/01/2017, 12/20/2017
194, 3161721489, 13, 01/01/2017, 12/20/2017
195, 8812597335, 13, 01/01/2017, 12/20/2017
196, 7758626475, 13, 01/01/2017, 12/20/2017
197, 2813327018, 13, 01/01/2017, 12/20/2017
198, 6067208199, 13, 01/01/2017, 12/20/2017
199, 1774178761, 13, 01/01/2017, 12/20/2017
200, 8990540976, 13, 01/01/2017, 12/20/2017
201, 5177383644, 13, 01/01/2017, 12/20/2017
202, 8858296516, 13, 01/01/2017, 12/20/2017
203, 6782617390, 13, 01/01/2017, 12/20/2017
204, 9438393811, 13, 01/01/2017, 12/20/2017
205, 6381338660, 13, 01/01/2017, 12/20/2017
206, 1702489426, 13, 01/01/2017, 12/20/2017
207, 2601109963, 14, 01/01/2004, 12/20/2004
208, 3962784373, 14, 01/01/2004, 12/20/2004
209, 8097531674, 14, 01/01/2004, 12/20/2004
210, 9050281494, 14, 01/01/2004, 12/20/2004
211, 3863319095, 14, 01/01/2004, 12/20/2004
212, 2803660768, 14, 01/01/2004, 12/20/2004
213, 4823263480, 14, 01/01/2004, 12/20/2004
214, 1255260750, 14, 01/01/2004, 12/20/2004
215, 3686558394, 14, 01/01/2004, 12/20/2004
216, 8412068963, 14, 01/01/2004, 12/20/2004
217, 1722960809, 14, 01/01/2004, 12/20/2004
218, 9814789291, 14, 01/01/2004, 12/20/2004
219, 9855550072, 14, 01/01/2004, 12/20/2004
220, 0908552726, 14, 01/01/2004, 12/20/2004
221, 5382823243, 14, 01/01/2004, 12/20/2004
222, 7242601398, 14, 01/01/2004, 12/20/2004
223, 0716091313, 14, 01/01/2004, 12/20/2004
224, 0755667581, 14, 01/01/2004, 12/20/2004
225, 0256019231, 14, 01/01/2004, 12/20/2004
226, 9387321622, 14, 01/01/2004, 12/20/2004
227, 2685164669, 14, 01/01/2004, 12/20/2004
228, 2773230787, 14, 01/01/2004, 12/20/2004
229, 4004953693, 14, 01/01/2004, 12/20/2004
230, 4744137377, 14, 01/01/2004, 12/20/2004
231, 3460950439, 14, 01/01/2004, 12/20/2004
232, 6873000310, 15, 01/01/2005, 12/20/2005
233, 2308720530, 15, 01/01/2005, 12/20/2005
234, 1609023560, 15, 01/01/2005, 12/20/2005
235, 8499207650, 15, 01/01/2005, 12/20/2005
236, 3248470720, 15, 01/01/2005, 12/20/2005
237, 6426030449, 15, 01/01/2005, 12/20/2005
238, 5052859619, 15, 01/01/2005, 12/20/2005
239, 6870122164, 15, 01/01/2005, 12/20/2005
240, 3047527970, 15, 01/01/2005, 12/20/2005
241, 1338697056, 15, 01/01/2005, 12/20/2005
242, 5766340826, 15, 01/01/2005, 12/20/2005
243, 2514444969, 15, 01/01/2005, 12/20/2005
244, 9412622708, 15, 01/01/2005, 12/20/2005
245, 4434835467, 15, 01/01/2005, 12/20/2005
246, 7712887462, 15, 01/01/2005, 12/20/2005
247, 2480864499, 15, 01/01/2005, 12/20/2005
248, 8106210227, 15, 01/01/2005, 12/20/2005
249, 8459006824, 15, 01/01/2005, 12/20/2005
250, 3873791390, 15, 01/01/2005, 12/20/2005
251, 8822450477, 16, 01/01/1994, 12/20/1994
252, 5579668244, 16, 01/01/1994, 12/20/1994
253, 4790248682, 16, 01/01/1994, 12/20/1994
254, 5408728544, 16, 01/01/1994, 12/20/1994
255, 4089777852, 16, 01/01/1994, 12/20/1994
256, 9264427813, 16, 01/01/1994, 12/20/1994
257, 9870787932, 16, 01/01/1994, 12/20/1994
258, 0118762362, 16, 01/01/1994, 12/20/1994
259, 1328792498, 16, 01/01/1994, 12/20/1994
260, 6577745781, 16, 01/01/1994, 12/20/1994
261, 8916693519, 16, 01/01/1994, 12/20/1994
262, 0261877380, 16, 01/01/1994, 12/20/1994
263, 4293311440, 16, 01/01/1994, 12/20/1994
264, 7560823955, 16, 01/01/1994, 12/20/1994
265, 5570882308, 16, 01/01/1994, 12/20/1994
266, 5190120880, 16, 01/01/1994, 12/20/1994
267, 1144677645, 16, 01/01/1994, 12/20/1994
268, 5345281076, 16, 01/01/1994, 12/20/1994
269, 2102061809, 16, 01/01/1994, 12/20/1994
270, 8592375894, 16, 01/01/1994, 12/20/1994
271, 2407273419, 16, 01/01/1994, 12/20/1994
272, 7803825397, 16, 01/01/1994, 12/20/1994
273, 4227725135, 16, 01/01/1994, 12/20/1994
274, 6173731290, 16, 01/01/1994, 12/20/1994
275, 1154073343, 16, 01/01/1994, 12/20/1994
276, 6666301056, 17, 01/01/2006, 12/20/2006
277, 6841551168, 17, 01/01/2006, 12/20/2006
278, 7737362606, 17, 01/01/2006, 12/20/2006
279, 8013636291, 17, 01/01/2006, 12/20/2006
280, 5125162434, 17, 01/01/2006, 12/20/2006
281, 7423861243, 17, 01/01/2006, 12/20/2006
282, 0617398739, 17, 01/01/2006, 12/20/2006
283, 3201934453, 17, 01/01/2006, 12/20/2006
284, 1402097840, 17, 01/01/2006, 12/20/2006
285, 0490760090, 17, 01/01/2006, 12/20/2006
286, 9592522022, 17, 01/01/2006, 12/20/2006
287, 8893070391, 17, 01/01/2006, 12/20/2006
288, 4310414710, 17, 01/01/2006, 12/20/2006
289, 2020968053, 17, 01/01/2006, 12/20/2006
290, 2495098843, 17, 01/01/2006, 12/20/2006
291, 6712261260, 17, 01/01/2006, 12/20/2006
292, 5012660838, 17, 01/01/2006, 12/20/2006
293, 7929094065, 17, 01/01/2006, 12/20/2006
294, 9771430963, 17, 01/01/2006, 12/20/2006
295, 8596870911, 17, 01/01/2006, 12/20/2006
296, 0638356423, 18, 01/01/2011, 12/20/2011
297, 7986622830, 18, 01/01/2011, 12/20/2011
298, 2854945263, 18, 01/01/2011, 12/20/2011
299, 4516794985, 18, 01/01/2011, 12/20/2011
300, 1718251610, 18, 01/01/2011, 12/20/2011
301, 0512424144, 18, 01/01/2011, 12/20/2011
302, 8711685743, 18, 01/01/2011, 12/20/2011
303, 2464216623, 18, 01/01/2011, 12/20/2011
304, 7254981093, 18, 01/01/2011, 12/20/2011
305, 8522658196, 18, 01/01/2011, 12/20/2011
306, 4861337151, 18, 01/01/2011, 12/20/2011
307, 4601823668, 18, 01/01/2011, 12/20/2011
308, 4902551233, 18, 01/01/2011, 12/20/2011
309, 6907830302, 18, 01/01/2011, 12/20/2011
310, 3103543832, 18, 01/01/2011, 12/20/2011
311, 1544017774, 18, 01/01/2011, 12/20/2011
312, 2506502009, 18, 01/01/2011, 12/20/2011
313, 1923581651, 18, 01/01/2011, 12/20/2011
314, 5572909947, 18, 01/01/2011, 12/20/2011
315, 4498390393, 18, 01/01/2011, 12/20/2011
316, 3109758229, 18, 01/01/2011, 12/20/2011
317, 2577077122, 18, 01/01/2011, 12/20/2011
318, 6519424307, 18, 01/01/2011, 12/20/2011
319, 8776065723, 18, 01/01/2011, 12/20/2011
320, 2158006501, 18, 01/01/2011, 12/20/2011
321, 1791351166, 19, 01/01/1990, 12/20/1990
322, 1053174152, 19, 01/01/1990, 12/20/1990
323, 5789885748, 19, 01/01/1990, 12/20/1990
324, 8643693677, 19, 01/01/1990, 12/20/1990
325, 7709954464, 19, 01/01/1990, 12/20/1990
326, 7045717474, 19, 01/01/1990, 12/20/1990
327, 2258183154, 19, 01/01/1990, 12/20/1990
328, 4497239551, 19, 01/01/1990, 12/20/1990
329, 5703096332, 19, 01/01/1990, 12/20/1990
330, 7220130309, 19, 01/01/1990, 12/20/1990
331, 2902898630, 19, 01/01/1990, 12/20/1990
332, 5902653096, 19, 01/01/1990, 12/20/1990
333, 6128865224, 19, 01/01/1990, 12/20/1990
334, 7275248972, 19, 01/01/1990, 12/20/1990
335, 9898529016, 19, 01/01/1990, 12/20/1990
336, 8992670702, 19, 01/01/1990, 12/20/1990
337, 0415826241, 19, 01/01/1990, 12/20/1990
338, 0321111338, 19, 01/01/1990, 12/20/1990
339, 5390506359, 19, 01/01/1990, 12/20/1990
340, 5963346908, 19, 01/01/1990, 12/20/1990
341, 7120362291, 19, 01/01/1990, 12/20/1990
342, 8880460080, 19, 01/01/1990, 12/20/1990
343, 2888511126, 19, 01/01/1990, 12/20/1990
344, 7750344179, 19, 01/01/1990, 12/20/1990
345, 6793148370, 19, 01/01/1990, 12/20/1990
346, 5971080814, 20, 01/01/2013, 12/20/2013
347, 7121513617, 20, 01/01/2013, 12/20/2013
348, 2223899056, 20, 01/01/2013, 12/20/2013
349, 4614335527, 20, 01/01/2013, 12/20/2013
350, 7087850563, 20, 01/01/2013, 12/20/2013
351, 7792772101, 20, 01/01/2013, 12/20/2013
352, 7333382400, 20, 01/01/2013, 12/20/2013
353, 3520303108, 20, 01/01/2013, 12/20/2013
354, 7050090263, 20, 01/01/2013, 12/20/2013
355, 6001249598, 20, 01/01/2013, 12/20/2013
356, 6024752806, 20, 01/01/2013, 12/20/2013
357, 5561840290, 20, 01/01/2013, 12/20/2013
358, 1749593254, 20, 01/01/2013, 12/20/2013
359, 0690262094, 20, 01/01/2013, 12/20/2013
360, 1543603408, 20, 01/01/2013, 12/20/2013
361, 8707764057, 20, 01/01/2013, 12/20/2013
362, 3449147048, 20, 01/01/2013, 12/20/2013
363, 9900113438, 20, 01/01/2013, 12/20/2013
364, 4688450745, 20, 01/01/2013, 12/20/2013
365, 1455559385, 20, 01/01/2013, 12/20/2013
366, 7735166729, 20, 01/01/2013, 12/20/2013
367, 3374575439, 20, 01/01/2013, 12/20/2013
368, 4172120660, 20, 01/01/2013, 12/20/2013
369, 2483153011, 20, 01/01/2013, 12/20/2013
370, 4489134495, 20, 01/01/2013, 12/20/2013
371, 5928163967, 22, 01/01/2017, 12/20/2017
372, 3564119469, 22, 01/01/2017, 12/20/2017
373, 6620231748, 22, 01/01/2017, 12/20/2017
374, 2092852035, 22, 01/01/2017, 12/20/2017
375, 3135340627, 22, 01/01/2017, 12/20/2017
376, 2058851382, 22, 01/01/2017, 12/20/2017
377, 5707197915, 22, 01/01/2017, 12/20/2017
378, 7259395699, 22, 01/01/2017, 12/20/2017
379, 5652889640, 22, 01/01/2017, 12/20/2017
380, 6167649057, 22, 01/01/2017, 12/20/2017
381, 7971825897, 22, 01/01/2017, 12/20/2017
382, 1803863099, 22, 01/01/2017, 12/20/2017
383, 1824983050, 22, 01/01/2017, 12/20/2017
384, 7378907790, 22, 01/01/2017, 12/20/2017
385, 8110612482, 22, 01/01/2017, 12/20/2017
386, 4539048384, 22, 01/01/2017, 12/20/2017
387, 4578843211, 22, 01/01/2017, 12/20/2017
388, 0561876002, 22, 01/01/2017, 12/20/2017
389, 4009822031, 22, 01/01/2017, 12/20/2017
390, 5656799433, 22, 01/01/2017, 12/20/2017
391, 2695556349, 22, 01/01/2017, 12/20/2017
392, 7447087033, 22, 01/01/2017, 12/20/2017
393, 8747494581, 22, 01/01/2017, 12/20/2017
394, 1306073715, 22, 01/01/2017, 12/20/2017
395, 9628148001, 22, 01/01/2017, 12/20/2017
396, 5971080814, 23, 01/01/2012, 12/20/2012
397, 7121513617, 23, 01/01/2012, 12/20/2012
398, 2223899056, 23, 01/01/2012, 12/20/2012
399, 4614335527, 23, 01/01/2012, 12/20/2012
400, 7087850563, 23, 01/01/2012, 12/20/2012
401, 7792772101, 23, 01/01/2012, 12/20/2012
402, 7333382400, 23, 01/01/2012, 12/20/2012
403, 3520303108, 23, 01/01/2012, 12/20/2012
404, 7050090263, 23, 01/01/2012, 12/20/2012
405, 6001249598, 23, 01/01/2012, 12/20/2012
406, 6024752806, 23, 01/01/2012, 12/20/2012
407, 5561840290, 23, 01/01/2012, 12/20/2012
408, 1749593254, 23, 01/01/2012, 12/20/2012
409, 0690262094, 23, 01/01/2012, 12/20/2012
410, 1543603408, 23, 01/01/2012, 12/20/2012
411, 8707764057, 23, 01/01/2012, 12/20/2012
412, 3449147048, 23, 01/01/2012, 12/20/2012
413, 9900113438, 23, 01/01/2012, 12/20/2012
414, 4688450745, 23, 01/01/2012, 12/20/2012
415, 1455559385, 23, 01/01/2012, 12/20/2012
416, 7735166729, 23, 01/01/2012, 12/20/2012
417, 3374575439, 23, 01/01/2012, 12/20/2012
418, 4172120660, 23, 01/01/2012, 12/20/2012
419, 2483153011, 23, 01/01/2012, 12/20/2012
420, 4489134495, 23, 01/01/2012, 12/20/2012
421, 5928163967, 25, 01/01/2012, 12/20/2012
422, 3564119469, 25, 01/01/2012, 12/20/2012
423, 6620231748, 25, 01/01/2012, 12/20/2012
424, 2092852035, 25, 01/01/2012, 12/20/2012
425, 3135340627, 25, 01/01/2012, 12/20/2012
426, 2058851382, 25, 01/01/2012, 12/20/2012
427, 5707197915, 25, 01/01/2012, 12/20/2012
428, 7259395699, 25, 01/01/2012, 12/20/2012
429, 5652889640, 25, 01/01/2012, 12/20/2012
430, 6167649057, 25, 01/01/2012, 12/20/2012
431, 7971825897, 25, 01/01/2012, 12/20/2012
432, 1803863099, 25, 01/01/2012, 12/20/2012
433, 1824983050, 25, 01/01/2012, 12/20/2012
434, 7378907790, 25, 01/01/2012, 12/20/2012
435, 8110612482, 25, 01/01/2012, 12/20/2012
436, 4539048384, 25, 01/01/2012, 12/20/2012
437, 4578843211, 25, 01/01/2012, 12/20/2012
438, 0561876002, 25, 01/01/2012, 12/20/2012
439, 4009822031, 25, 01/01/2012, 12/20/2012
440, 5656799433, 25, 01/01/2012, 12/20/2012
441, 2695556349, 25, 01/01/2012, 12/20/2012
442, 7447087033, 25, 01/01/2012, 12/20/2012
443, 8747494581, 25, 01/01/2012, 12/20/2012
444, 1306073715, 25, 01/01/2012, 12/20/2012
445, 9628148001, 25, 01/01/2012, 12/20/2012
446, 8939458680, 26, 01/01/1994, 12/20/1994
447, 1932830014, 26, 01/01/1994, 12/20/1994
448, 2980792640, 26, 01/01/1994, 12/20/1994
449, 0425721752, 26, 01/01/1994, 12/20/1994
450, 5411096421, 26, 01/01/1994, 12/20/1994
451, 1574002333, 26, 01/01/1994, 12/20/1994
452, 4517179885, 26, 01/01/1994, 12/20/1994
453, 3107058378, 26, 01/01/1994, 12/20/1994
454, 0497246597, 26, 01/01/1994, 12/20/1994
455, 2798035457, 26, 01/01/1994, 12/20/1994
456, 2755384433, 26, 01/01/1994, 12/20/1994
457, 8225920864, 26, 01/01/1994, 12/20/1994
458, 9976931670, 26, 01/01/1994, 12/20/1994
459, 6845948259, 26, 01/01/1994, 12/20/1994
460, 6632387640, 26, 01/01/1994, 12/20/1994
461, 0042402905, 26, 01/01/1994, 12/20/1994
462, 7392794094, 26, 01/01/1994, 12/20/1994
463, 1550417177, 26, 01/01/1994, 12/20/1994
464, 9688667404, 26, 01/01/1994, 12/20/1994
465, 6138268008, 26, 01/01/1994, 12/20/1994
466, 8988103769, 26, 01/01/1994, 12/20/1994
467, 5971080814, 27, 01/01/2016, 12/20/2016
468, 7121513617, 27, 01/01/2016, 12/20/2016
469, 2223899056, 27, 01/01/2016, 12/20/2016
470, 4614335527, 27, 01/01/2016, 12/20/2016
471, 7087850563, 27, 01/01/2016, 12/20/2016
472, 7792772101, 27, 01/01/2016, 12/20/2016
473, 7333382400, 27, 01/01/2016, 12/20/2016
474, 3520303108, 27, 01/01/2016, 12/20/2016
475, 7050090263, 27, 01/01/2016, 12/20/2016
476, 6001249598, 27, 01/01/2016, 12/20/2016
477, 6024752806, 27, 01/01/2016, 12/20/2016
478, 5561840290, 27, 01/01/2016, 12/20/2016
479, 1749593254, 27, 01/01/2016, 12/20/2016
480, 0690262094, 27, 01/01/2016, 12/20/2016
481, 1543603408, 27, 01/01/2016, 12/20/2016
482, 8707764057, 27, 01/01/2016, 12/20/2016
483, 3449147048, 27, 01/01/2016, 12/20/2016
484, 9900113438, 27, 01/01/2016, 12/20/2016
485, 4688450745, 27, 01/01/2016, 12/20/2016
486, 1455559385, 27, 01/01/2016, 12/20/2016
487, 7735166729, 27, 01/01/2016, 12/20/2016
488, 3374575439, 27, 01/01/2016, 12/20/2016
489, 4172120660, 27, 01/01/2016, 12/20/2016
490, 2483153011, 27, 01/01/2016, 12/20/2016
491, 4489134495, 27, 01/01/2016, 12/20/2016
492, 5971080814, 28, 01/01/2010, 12/20/2010
493, 7121513617, 28, 01/01/2010, 12/20/2010
494, 2223899056, 28, 01/01/2010, 12/20/2010
495, 4614335527, 28, 01/01/2010, 12/20/2010
496, 7087850563, 28, 01/01/2010, 12/20/2010
497, 7792772101, 28, 01/01/2010, 12/20/2010
498, 7333382400, 28, 01/01/2010, 12/20/2010
499, 3520303108, 28, 01/01/2010, 12/20/2010
500, 7050090263, 28, 01/01/2010, 12/20/2010
501, 6001249598, 28, 01/01/2010, 12/20/2010
502, 6024752806, 28, 01/01/2010, 12/20/2010
503, 5561840290, 28, 01/01/2010, 12/20/2010
504, 1749593254, 28, 01/01/2010, 12/20/2010
505, 0690262094, 28, 01/01/2010, 12/20/2010
506, 1543603408, 28, 01/01/2010, 12/20/2010
507, 8707764057, 28, 01/01/2010, 12/20/2010
508, 3449147048, 28, 01/01/2010, 12/20/2010
509, 9900113438, 28, 01/01/2010, 12/20/2010
510, 4688450745, 28, 01/01/2010, 12/20/2010
511, 1455559385, 28, 01/01/2010, 12/20/2010
512, 7735166729, 28, 01/01/2010, 12/20/2010
513, 3374575439, 28, 01/01/2010, 12/20/2010
514, 4172120660, 28, 01/01/2010, 12/20/2010
515, 2483153011, 28, 01/01/2010, 12/20/2010
